text,path,num_frames,width,height,trajectory_maps_path,videoid,mask_start_index,mask_end_index,box_path
"A ginger cat lies peacefully beneath a concrete bench, its closed eyes and relaxed posture exuding tranquility.",/datadrive3/pure_data/videos/5222789.mp4,340,1920,1080,/datadrive3/pure_data/masks/5222789,5222789,0,339,/datadrive3/pure_data/boxs/5222789
 a man talking on the phone using airpods,/datadrive3/pure_data/videos/4569171.mp4,367,1920,1080,/datadrive3/pure_data/masks/4569171,4569171,0,366,/datadrive3/pure_data/boxs/4569171
 woman having a video chat inside the car,/datadrive3/pure_data/videos/3048184.mp4,235,1920,1080,/datadrive3/pure_data/masks/3048184,3048184,0,234,/datadrive3/pure_data/boxs/3048184
"A vibrant monarch butterfly perches delicately on a purple flower among green foliage, with graceful wings in motion.",/datadrive3/pure_data/videos/3637343.mp4,538,1920,1080,/datadrive3/pure_data/masks/3637343,3637343,0,537,/datadrive3/pure_data/boxs/3637343
"A clear blue sky provides a backdrop for a building with a metallic roof and multiple chimneys, some featuring red brickwork.",/datadrive3/pure_data/videos/4783896.mp4,21,1920,1012,/datadrive3/pure_data/masks/4783896,4783896,0,20,/datadrive3/pure_data/boxs/4783896
 a lagoon inside the forest,/datadrive3/pure_data/videos/4046734.mp4,158,1920,1080,/datadrive3/pure_data/masks/4046734,4046734,0,157,/datadrive3/pure_data/boxs/4046734
 man employee with a paper during business meeting,/datadrive3/pure_data/videos/5683818.mp4,364,1920,1080,/datadrive3/pure_data/masks/5683818,5683818,0,363,/datadrive3/pure_data/boxs/5683818
 sea waves crashing on the shore,/datadrive3/pure_data/videos/5126502.mp4,551,1920,1080,/datadrive3/pure_data/masks/5126502,5126502,0,550,/datadrive3/pure_data/boxs/5126502
 man wearing personal protective equipments,/datadrive3/pure_data/videos/4260657.mp4,185,606,1080,/datadrive3/pure_data/masks/4260657,4260657,0,184,/datadrive3/pure_data/boxs/4260657
 face mask close up isolated,/datadrive3/pure_data/videos/4206064.mp4,182,1920,1080,/datadrive3/pure_data/masks/4206064,4206064,0,181,/datadrive3/pure_data/boxs/4206064
"A person stands close behind another, who is interacting with a phone, amidst a room decorated with Halloween motifs and a table adorned with pumpkins and a plate of oranges.",/datadrive3/pure_data/videos/5559449.mp4,717,606,1080,/datadrive3/pure_data/masks/5559449,5559449,0,716,/datadrive3/pure_data/boxs/5559449
 siblings sitting on a bed reading a book,/datadrive3/pure_data/videos/4961909.mp4,377,606,1080,/datadrive3/pure_data/masks/4961909,4961909,0,376,/datadrive3/pure_data/boxs/4961909
 a bellboy assisting a rich woman to the elevator,/datadrive3/pure_data/videos/5373061.mp4,215,1920,1012,/datadrive3/pure_data/masks/5373061,5373061,0,214,/datadrive3/pure_data/boxs/5373061
 cute asian kid smiling with joy,/datadrive3/pure_data/videos/5125493.mp4,516,1920,1080,/datadrive3/pure_data/masks/5125493,5125493,0,515,/datadrive3/pure_data/boxs/5125493
"A person in a gray dress holds a pink rose to their chest, lying amidst scattered stems against a pale orange background.",/datadrive3/pure_data/videos/4522928.mp4,100,1920,1080,/datadrive3/pure_data/masks/4522928,4522928,0,99,/datadrive3/pure_data/boxs/4522928
A person with a towel-wrapped head holds a round mirror while sitting in a room with a visible plant and pillows.,/datadrive3/pure_data/videos/4960167.mp4,477,1920,1080,/datadrive3/pure_data/masks/4960167,4960167,0,476,/datadrive3/pure_data/boxs/4960167
 plastic floating in the sea,/datadrive3/pure_data/videos/4717817.mp4,396,1920,1080,/datadrive3/pure_data/masks/4717817,4717817,0,395,/datadrive3/pure_data/boxs/4717817
 two young men chatting and using laptop outdoors,/datadrive3/pure_data/videos/5387404.mp4,384,1920,1012,/datadrive3/pure_data/masks/5387404,5387404,0,383,/datadrive3/pure_data/boxs/5387404
A person in a dark jacket and light blue shirt is seated on a gray sofa next to a green plant with large leaves.,/datadrive3/pure_data/videos/5330642.mp4,681,1920,1080,/datadrive3/pure_data/masks/5330642,5330642,0,680,/datadrive3/pure_data/boxs/5330642
 a father playing with his son,/datadrive3/pure_data/videos/4555429.mp4,302,1920,1080,/datadrive3/pure_data/masks/4555429,4555429,0,301,/datadrive3/pure_data/boxs/4555429
 women sitting at the back of a car,/datadrive3/pure_data/videos/5708110.mp4,316,606,1080,/datadrive3/pure_data/masks/5708110,5708110,0,315,/datadrive3/pure_data/boxs/5708110
"In a dimly lit space, illuminated by purplish hues, a person with voluminous white hair appears mid-motion, adding a dynamic energy to the serene ambiance.",/datadrive3/pure_data/videos/4723779.mp4,856,1920,1012,/datadrive3/pure_data/masks/4723779,4723779,0,855,/datadrive3/pure_data/boxs/4723779
"A person's hand holding a lit cigarette, with smoke gently curling upwards, against a backdrop of denim jeans.",/datadrive3/pure_data/videos/4777878.mp4,170,1920,1080,/datadrive3/pure_data/masks/4777878,4777878,0,169,/datadrive3/pure_data/boxs/4777878
 person eating a poke bowl,/datadrive3/pure_data/videos/4828258.mp4,47,606,1080,/datadrive3/pure_data/masks/4828258,4828258,0,46,/datadrive3/pure_data/boxs/4828258
 children playing with colored balloons,/datadrive3/pure_data/videos/5599233.mp4,240,606,1080,/datadrive3/pure_data/masks/5599233,5599233,0,239,/datadrive3/pure_data/boxs/5599233
"Two individuals in white jackets and dark pants are seated on a sailing boat, with one handling the rigging against a backdrop of an overcast sky and distant architecture.",/datadrive3/pure_data/videos/4935628.mp4,582,1920,1012,/datadrive3/pure_data/masks/4935628,4935628,0,581,/datadrive3/pure_data/boxs/4935628
 preparation of shawarma in rotisserie,/datadrive3/pure_data/videos/5528178.mp4,367,1920,1080,/datadrive3/pure_data/masks/5528178,5528178,0,366,/datadrive3/pure_data/boxs/5528178
 person hanging feet outside of car window,/datadrive3/pure_data/videos/5080937.mp4,619,568,1080,/datadrive3/pure_data/masks/5080937,5080937,0,618,/datadrive3/pure_data/boxs/5080937
"The gloomy skies hang over Sydney, with the Opera House and Harbour Bridge standing prominently amidst the urban skyline.",/datadrive3/pure_data/videos/3937007.mp4,91,1920,1080,/datadrive3/pure_data/masks/3937007,3937007,0,90,/datadrive3/pure_data/boxs/3937007
 city couple walking construction,/datadrive3/pure_data/videos/4734696.mp4,947,1920,1012,/datadrive3/pure_data/masks/4734696,4734696,0,946,/datadrive3/pure_data/boxs/4734696
A woman with red hair and a black choker poses for a photo while another woman holds a smartphone to capture the moment.,/datadrive3/pure_data/videos/4124404.mp4,962,1920,1012,/datadrive3/pure_data/masks/4124404,4124404,0,961,/datadrive3/pure_data/boxs/4124404
 an icy river flowing in cold weather,/datadrive3/pure_data/videos/4378635.mp4,800,1920,1080,/datadrive3/pure_data/masks/4378635,4378635,0,799,/datadrive3/pure_data/boxs/4378635
"A person stands on rocks, clothed in a white crochet dress, hands gently clasped together, against the backdrop of a setting sun.",/datadrive3/pure_data/videos/5201401.mp4,281,606,1080,/datadrive3/pure_data/masks/5201401,5201401,0,280,/datadrive3/pure_data/boxs/5201401
 two women waving goodbye to each other,/datadrive3/pure_data/videos/5536725.mp4,123,1920,1080,/datadrive3/pure_data/masks/5536725,5536725,0,122,/datadrive3/pure_data/boxs/5536725
"Water cascades down Niagara Falls, creating a cloud of mist with the city skyline and observation tower in the background.",/datadrive3/pure_data/videos/3173311.mp4,120,1920,1080,/datadrive3/pure_data/masks/3173311,3173311,0,119,/datadrive3/pure_data/boxs/3173311
 high angle shot of woman doing a product video blog,/datadrive3/pure_data/videos/4912883.mp4,199,1920,1080,/datadrive3/pure_data/masks/4912883,4912883,0,198,/datadrive3/pure_data/boxs/4912883
 a man serving sandwiches,/datadrive3/pure_data/videos/5423975.mp4,240,1920,1080,/datadrive3/pure_data/masks/5423975,5423975,0,239,/datadrive3/pure_data/boxs/5423975
 making an electric guitar,/datadrive3/pure_data/videos/5058606.mp4,321,606,1080,/datadrive3/pure_data/masks/5058606,5058606,0,320,/datadrive3/pure_data/boxs/5058606
 man holding a cat,/datadrive3/pure_data/videos/4520099.mp4,378,1920,1080,/datadrive3/pure_data/masks/4520099,4520099,0,377,/datadrive3/pure_data/boxs/4520099
"A fresh bowl of guacamole with an asparagus garnish sits in the foreground, while a slice of bread and other ingredients blur in the background.",/datadrive3/pure_data/videos/4473183.mp4,365,1920,1080,/datadrive3/pure_data/masks/4473183,4473183,0,364,/datadrive3/pure_data/boxs/4473183
 woman placing her hand at the rainbow color lights,/datadrive3/pure_data/videos/5239422.mp4,534,1920,1080,/datadrive3/pure_data/masks/5239422,5239422,0,533,/datadrive3/pure_data/boxs/5239422
"A person in a yellow hoodie is holding a tablet, seemingly interacting with a document or application, standing opposite another individual.",/datadrive3/pure_data/videos/3254200.mp4,203,1920,1080,/datadrive3/pure_data/masks/3254200,3254200,0,202,/datadrive3/pure_data/boxs/3254200
 dj playing a music,/datadrive3/pure_data/videos/5390434.mp4,538,1920,1080,/datadrive3/pure_data/masks/5390434,5390434,0,537,/datadrive3/pure_data/boxs/5390434
 an elderly couple standing by the sea,/datadrive3/pure_data/videos/5265101.mp4,1115,1920,1012,/datadrive3/pure_data/masks/5265101,5265101,0,1114,/datadrive3/pure_data/boxs/5265101
 enjoying the day relaxing in a forest cabin,/datadrive3/pure_data/videos/3769096.mp4,359,1920,1080,/datadrive3/pure_data/masks/3769096,3769096,0,358,/datadrive3/pure_data/boxs/3769096
 a boat ride along a water channel in venice italy,/datadrive3/pure_data/videos/4175893.mp4,797,1920,1080,/datadrive3/pure_data/masks/4175893,4175893,0,796,/datadrive3/pure_data/boxs/4175893
 backpackers sitting on a bench,/datadrive3/pure_data/videos/4874709.mp4,426,1920,1080,/datadrive3/pure_data/masks/4874709,4874709,0,425,/datadrive3/pure_data/boxs/4874709
 doctors analyzing bone structure,/datadrive3/pure_data/videos/5453567.mp4,405,1920,1080,/datadrive3/pure_data/masks/5453567,5453567,0,404,/datadrive3/pure_data/boxs/5453567
 a man taking pictures,/datadrive3/pure_data/videos/4445916.mp4,300,1920,1080,/datadrive3/pure_data/masks/4445916,4445916,0,299,/datadrive3/pure_data/boxs/4445916
 water pouring from huge bucket,/datadrive3/pure_data/videos/4929172.mp4,154,606,1080,/datadrive3/pure_data/masks/4929172,4929172,0,153,/datadrive3/pure_data/boxs/4929172
"A glass greenhouse stands amidst tall palm trees and a mountainous backdrop, casting long shadows on the grassy landscape.",/datadrive3/pure_data/videos/3780239.mp4,118,1920,1080,/datadrive3/pure_data/masks/3780239,3780239,0,117,/datadrive3/pure_data/boxs/3780239
 cranes used in operation on a construction site,/datadrive3/pure_data/videos/3363441.mp4,300,1920,1012,/datadrive3/pure_data/masks/3363441,3363441,0,299,/datadrive3/pure_data/boxs/3363441
 video of man carrying parcels,/datadrive3/pure_data/videos/5043690.mp4,327,1920,1080,/datadrive3/pure_data/masks/5043690,5043690,0,326,/datadrive3/pure_data/boxs/5043690
"A city bus travels along a suburban street lined with parked cars and charming houses on a sunny day, while road barriers block off a section of the road.",/datadrive3/pure_data/videos/3874933.mp4,551,1920,1080,/datadrive3/pure_data/masks/3874933,3874933,0,550,/datadrive3/pure_data/boxs/3874933
A person wearing silver jewelry is typing on a laptop keyboard with a green foliage backdrop.,/datadrive3/pure_data/videos/3906503.mp4,240,1920,1080,/datadrive3/pure_data/masks/3906503,3906503,0,239,/datadrive3/pure_data/boxs/3906503
 male model having a photo shoot,/datadrive3/pure_data/videos/5281724.mp4,288,1920,1080,/datadrive3/pure_data/masks/5281724,5281724,0,287,/datadrive3/pure_data/boxs/5281724
A close-up of a mound of forest debris with blurred trees in the background.,/datadrive3/pure_data/videos/5427791.mp4,319,1920,1012,/datadrive3/pure_data/masks/5427791,5427791,0,318,/datadrive3/pure_data/boxs/5427791
 a couple eating in the living room,/datadrive3/pure_data/videos/4333837.mp4,36,1920,1080,/datadrive3/pure_data/masks/4333837,4333837,0,35,/datadrive3/pure_data/boxs/4333837
 low angle shot of a man sliding with skateboard,/datadrive3/pure_data/videos/5362601.mp4,32,1920,1080,/datadrive3/pure_data/masks/5362601,5362601,0,31,/datadrive3/pure_data/boxs/5362601
"In a cozy room, a person in a white shirt gestures with their hands while sitting on the floor next to a couch and a yellow skateboard.",/datadrive3/pure_data/videos/4711005.mp4,297,1920,1012,/datadrive3/pure_data/masks/4711005,4711005,0,296,/datadrive3/pure_data/boxs/4711005
 man in white hoodie dancing,/datadrive3/pure_data/videos/4994155.mp4,387,606,1080,/datadrive3/pure_data/masks/4994155,4994155,0,386,/datadrive3/pure_data/boxs/4994155
 a person cutting plants,/datadrive3/pure_data/videos/4147867.mp4,264,1280,720,/datadrive3/pure_data/masks/4147867,4147867,0,263,/datadrive3/pure_data/boxs/4147867
 music musician lifestyle sound,/datadrive3/pure_data/videos/4089530.mp4,644,1920,1080,/datadrive3/pure_data/masks/4089530,4089530,0,643,/datadrive3/pure_data/boxs/4089530
 women with afro hair having conversation,/datadrive3/pure_data/videos/5234885.mp4,180,1920,1080,/datadrive3/pure_data/masks/5234885,5234885,0,179,/datadrive3/pure_data/boxs/5234885
"Three individuals are seated at a table, engaged in crafting with orange materials, scissors, and various decorative items, with a vibrant pumpkin positioned to one side.",/datadrive3/pure_data/videos/5552627.mp4,736,1920,1080,/datadrive3/pure_data/masks/5552627,5552627,0,735,/datadrive3/pure_data/boxs/5552627
 woman writing on a notebook,/datadrive3/pure_data/videos/5173824.mp4,684,1920,1012,/datadrive3/pure_data/masks/5173824,5173824,0,683,/datadrive3/pure_data/boxs/5173824
 a desert land with vehicle driving under blue sky,/datadrive3/pure_data/videos/4361413.mp4,170,1920,1080,/datadrive3/pure_data/masks/4361413,4361413,0,169,/datadrive3/pure_data/boxs/4361413
A person kite surfing in a vast expanse of green and brown water with a sea wall separating the ocean.,/datadrive3/pure_data/videos/4183574.mp4,746,1920,1080,/datadrive3/pure_data/masks/4183574,4183574,0,745,/datadrive3/pure_data/boxs/4183574
 video of person walking on seashore barefoot,/datadrive3/pure_data/videos/4665899.mp4,690,606,1080,/datadrive3/pure_data/masks/4665899,4665899,0,689,/datadrive3/pure_data/boxs/4665899
"A person, in mid-throw, plays with their dog beside a serene, tree-lined waterway under a clear sky.",/datadrive3/pure_data/videos/5540214.mp4,66,606,1080,/datadrive3/pure_data/masks/5540214,5540214,0,65,/datadrive3/pure_data/boxs/5540214
A white cow sits on the sandy beach while people walk by in the background.,/datadrive3/pure_data/videos/4440822.mp4,315,1920,1080,/datadrive3/pure_data/masks/4440822,4440822,0,314,/datadrive3/pure_data/boxs/4440822
 river in the forest,/datadrive3/pure_data/videos/5667721.mp4,189,1920,1080,/datadrive3/pure_data/masks/5667721,5667721,0,188,/datadrive3/pure_data/boxs/5667721
 a person sitting on top of the building,/datadrive3/pure_data/videos/4364440.mp4,148,720,1080,/datadrive3/pure_data/masks/4364440,4364440,0,147,/datadrive3/pure_data/boxs/4364440
 group of skateboarders practicing,/datadrive3/pure_data/videos/4753049.mp4,204,1920,1080,/datadrive3/pure_data/masks/4753049,4753049,0,203,/datadrive3/pure_data/boxs/4753049
 fishing tackle hands lake river,/datadrive3/pure_data/videos/4828297.mp4,155,568,1080,/datadrive3/pure_data/masks/4828297,4828297,0,154,/datadrive3/pure_data/boxs/4828297
 woman looking at a book while using a laptop,/datadrive3/pure_data/videos/5234897.mp4,143,1920,1080,/datadrive3/pure_data/masks/5234897,5234897,0,142,/datadrive3/pure_data/boxs/5234897
 a slow motion shot of the ducks swimming in the pond,/datadrive3/pure_data/videos/4095283.mp4,756,1920,1080,/datadrive3/pure_data/masks/4095283,4095283,0,755,/datadrive3/pure_data/boxs/4095283
"Two individuals stand in a sunlit art studio, surrounded by sketches and paintings, creating a sense of creative collaboration.",/datadrive3/pure_data/videos/3805379.mp4,181,1920,1012,/datadrive3/pure_data/masks/3805379,3805379,0,180,/datadrive3/pure_data/boxs/3805379
 adorable children wearing a beanie,/datadrive3/pure_data/videos/5600131.mp4,219,1920,1080,/datadrive3/pure_data/masks/5600131,5600131,0,218,/datadrive3/pure_data/boxs/5600131
 a couple with their dog seated and relaxing outdoor,/datadrive3/pure_data/videos/4265199.mp4,602,1920,1080,/datadrive3/pure_data/masks/4265199,4265199,0,601,/datadrive3/pure_data/boxs/4265199
 video of man laughing while holding cup,/datadrive3/pure_data/videos/4753087.mp4,328,1920,1080,/datadrive3/pure_data/masks/4753087,4753087,0,327,/datadrive3/pure_data/boxs/4753087
 man giving shape to a piece of wood,/datadrive3/pure_data/videos/5215226.mp4,768,1920,1080,/datadrive3/pure_data/masks/5215226,5215226,0,767,/datadrive3/pure_data/boxs/5215226
 a dirt bike rider sliding off from his motorcycle,/datadrive3/pure_data/videos/4192100.mp4,174,1920,1080,/datadrive3/pure_data/masks/4192100,4192100,0,173,/datadrive3/pure_data/boxs/4192100
 lights reflection over the river water at night,/datadrive3/pure_data/videos/4192175.mp4,396,1920,1080,/datadrive3/pure_data/masks/4192175,4192175,0,395,/datadrive3/pure_data/boxs/4192175
